tên_sản_phẩm,giá_hiện_tại,giá_gốc,khuyến_mãi,đánh_giá,link_sản_phẩm,brand_id,series,genre_name,công_nghệ_cpu,số_nhân,số_luồng,tốc_độ_cpu,bộ_nhớ đệm,ram,tốc_độ_bus_ram,màn_hình,độ_phân_giải,công_nghệ_màn_hình,đồ_họa,webcam,kích_thước,thông_tin_pin,hệ_điều_hành,cổng_giao_tiếp,kết_nối_không_dây,tính_năng,tốc_độ_tối_đa,loại_ram,ram_tối_đa,ổ_cứng,tần_số_quét,card_màn_hình,âm_thanh,chất_liệu,ra_mắt,đèn,bluetooth,năm_sản_xuất,đèn_bàn_phím,vỏ_nhựa,tên_hãng,nguồn_bán
HP Omen 16 n0087AX R7 6800H (7C0T7PA),40.190.000₫,50.890.000₫,-21%,,https://www.thegioididong.com/laptop/hp-omen-16-n0087ax-r7-7c0t7pa,1,Omen,Laptop,AMD Ryzen 7,8,16,3.20 GHz,16 MB,32 GB,4800 MHz,16.1 inch,,,Card rời,,Dài 369 mm - Rộng 248 mm - Dày 23 mm - Nặng 2.35 kg,"6-cell Li-ion, 83 Wh",,,Bluetooth 5.3,,,,,,,"NVIDIA GeForce RTX 3060, 6 GB",,,2022,,,,,,HP,TGDD
HP 15s fq5229TU i3 1215U (8U237PA),10.990.000₫,13.690.000₫,-19%,7,https://www.thegioididong.com/laptop/hp-15s-fq5229tu-i3-8u237pa,1,"Cơ bản (15s, 240, 245)",Laptop,Intel Core i3 Alder Lake,6,8,1.20 GHz,10 MB,16 GB,,15.6 inch,45% NTSC,,Intel UHD Graphics,,Dài 358.5 mm - Rộng 242 mm - Dày 17.9 mm - Nặng 1.69 kg,45 W,2023,,Bluetooth 5,Không có đèn,3200 MHz,,,,,,,,,,,,,,HP,TGDD
HP 15s fq5162TU i5 1235U (7C134PA),15.590.000₫,18.890.000₫,-17%,35,https://www.thegioididong.com/laptop/hp-15s-fq5162tu-i5-7c134pa,1,"Cơ bản (15s, 240, 245)",Laptop,Intel Core i5 Alder Lake,10,12,1.30 GHz,12 MB,32 GB,,15.6 inch,,,Intel Iris Xe Graphics,,Dài 358.5 mm - Rộng 242 mm - Dày 17.9 mm - Nặng 1.7 kg,,,,,,,,,512 GB SSD NVMe PCIe,,,,,2022,,,,,,HP,TGDD
HP 240 G9 i3 1215U (6L1X7PA),9.690.000₫,12.990.000₫,-25%,9,https://www.thegioididong.com/laptop/hp-240-g9-i3-6l1x7pa,1,"Cơ bản (15s, 240, 245)",Laptop,Intel Core i3 Alder Lake,6,8,1.20 GHz,10 MB,16 GB,,14 inch,,,Intel UHD Graphics,,Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - Nặng 1.41 kg,45 W,2022,,,,3200 MHz,,,,,,,,,,,,,,HP,TGDD
HP 14 ep0126TU i3 N305 (8U233PA),9.490.000₫,11.990.000₫,-20%,,https://www.thegioididong.com/laptop/hp-14-ep0126tu-i3-8u233pa,1,"Cơ bản (15s, 240, 245)",Laptop,Intel Core i3 Alder Lake,8,8,1.80 GHz,6 MB,16 GB,3200 MHz,14 inch,Full HD (1920 x 1080),,Intel UHD,,Dài 323.7 mm - Rộng 215 mm - Dày 17.9 mm - Nặng 1.41 kg,45 W,,1 x USB Type-C,Bluetooth 5.3,,,,,256 GB SSD NVMe PCIe,,,,,2023,,,,,,HP,TGDD
HP 240 G9 i5 1235U (6L1Y2PA),15.390.000₫,18.590.000₫,-17%,47,https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y2pa,1,"Cơ bản (15s, 240, 245)",Laptop,Intel Core i5 Alder Lake,10,12,1.30 GHz,12 MB,16 GB,3200 MHz,14 inch,,,Intel UHD Graphics,,Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - Nặng 1.47 kg,,,,,,,,,512 GB SSD NVMe,,,,,2022,,,,,,HP,TGDD
HP 15s fq5147TU i7 1255U (7C133PA),17.590.000₫,20.890.000₫,-15%,24,https://www.thegioididong.com/laptop/hp-15s-fq5147tu-i7-7c133pa,1,"Cơ bản (15s, 240, 245)",Laptop,Intel Core i7 Alder Lake,10,12,1.70 GHz,12 MB,32 GB,3200 MHz,15.6 inch,,,Intel Iris Xe Graphics,,Dài 358.5 mm - Rộng 242 mm - Dày 17.9 mm - Nặng 1.69 kg,,,,,,,,,,,,,,2022,,,,,,HP,TGDD
HP 245 G10 R5 7520U (8F155PA),11.790.000₫,14.190.000₫,-16%,6,https://www.thegioididong.com/laptop/hp-245-g10-r5-8f155pa,1,"Cơ bản (15s, 240, 245)",Laptop,AMD Ryzen 5,4,8,2.80 GHz,4 MB,16 GB,3200 MHz,14 inch,,,AMD Radeon Graphics,,Dài 324 mm - Rộng 215 mm - Dày 17.9 mm - Nặng 1.36 kg,45 W,,,Bluetooth 5.3,,,,,512 GB SSD NVMe PCIe,,,,Vỏ nhựa - nắp lưng bằng kim loại,2023,,,,,,HP,TGDD
HP 240 G9 i5 1235U (6L1Y1PA),14.390.000₫,17.590.000₫,-18%,27,https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y1pa,1,"Cơ bản (15s, 240, 245)",Laptop,Intel Core i5 Alder Lake,10,12,1.30 GHz,12 MB,32 GB,3200 MHz,14 inch,,,Intel UHD Graphics,,Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - Nặng 1.47 kg,,,,,,,,,,,,,,2022,,,,,,HP,TGDD
HP 15s fq2716TU i3 1115G4 (7C0X3PA),10.290.000₫,13.690.000₫,-24%,83,https://www.thegioididong.com/laptop/hp-15s-fq2716tu-i3-7c0x3pa,1,"Cơ bản (15s, 240, 245)",Laptop,Intel Core i3 Tiger Lake,2,4,3.00 GHz,6 MB,16 GB,,15.6 inch,,,Intel UHD Graphics,,Dài 358.5 mm - Rộng 242 mm - Dày 17.9 mm - Nặng 1.7 kg,,,,,,,,,,,,,,2022,,,,,,HP,TGDD
HP 240 G8 i3 1115G4 (6L1A1PA),9.290.000₫,12.990.000₫,-28%,70,https://www.thegioididong.com/laptop/hp-240-g8-i3-6l1a1pa,1,"Cơ bản (15s, 240, 245)",Laptop,Intel Core i3 Tiger Lake,2,4,3.00 GHz,6 MB,16 GB,,,,,Intel UHD Graphics,,Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - Nặng 1.47 kg,,,,Không có,,,,,,,,,,2022,,,,,,HP,TGDD
HP 245 G9 R5 5625U (6L1N9PA),11.590.000₫,13.990.000₫,-17%,23,https://www.thegioididong.com/laptop/hp-245-g9-r5-6l1n9pa,1,"Cơ bản (15s, 240, 245)",Laptop,AMD Ryzen 5,6,12,2.30 GHz,16 MB,32 GB,,14 inch,,,AMD Radeon Graphics,,Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - Nặng 1.47 kg,45 W,,,,,,,,HDD SATA (nâng cấp tối đa 1 TB),,,,,2022,,,,,,HP,TGDD
HP 240 G10 i5 1335U (8F136PA),17.690.000₫,19.590.000₫,-9%,,https://www.thegioididong.com/laptop/hp-240-g10-i5-8f136pa,1,"Cơ bản (15s, 240, 245)",Laptop,Intel Core i5 Raptor Lake - 1335U,10,12,1.30 GHz,12 MB,32 GB,3200 MHz,14 inch,Full HD (1920 x 1080),,Intel UHD Graphics,,Dài 324 mm - Rộng 215 mm - Dày 17.9 mm - Nặng 1.39 kg,"3 cell, 41.04 Wh",,,,,,,,512 GB SSD NVMe PCIe,,Intel,,,2023,,,,,,HP,TGDD
HP 240 G10 i5 1335U (8F134PA),16.890.000₫,18.790.000₫,-10%,,https://www.thegioididong.com/laptop/hp-240-g10-i5-8f134pa,1,"Cơ bản (15s, 240, 245)",Laptop,Intel Core i5 Raptor Lake - 1335U,10,12,1.30 GHz,12 MB,32 GB,3200 MHz,14 inch,Full HD (1920 x 1080),,Intel UHD Graphics,,Dài 324 mm - Rộng 215 mm - Dày 17.9 mm - Nặng 1.39 kg,"3 cell, 41.04 Wh",Windows 11 Home SL,HDMI USB Type-C 2 x USB 3.2 Jack tai nghe 3.5 mm,,,,,,512 GB SSD NVMe PCIe,,,,Vỏ nhựa,,,,,,,HP,TGDD
HP 240 G10 i7 1355U (8F140PA),19.690.000₫,21.990.000₫,-10%,,https://www.thegioididong.com/laptop/hp-240-g10-i7-8f140pa,1,"Cơ bản (15s, 240, 245)",Laptop,Intel Core i7 Raptor Lake - 1355U,10,12,1.70 GHz,12 MB,32 GB,3200 MHz,14 inch,Full HD (1920 x 1080),,Intel UHD,,Dài 324 mm - Rộng 215 mm - Dày 17.9 mm - Nặng 1.39 kg,"3 cell, 41.04 Wh",Windows 11 Home SL,HDMI USB Type-C 2 x USB 3.2 Jack tai nghe 3.5 mm,,,,,,512 GB SSD NVMe PCIe,,,,,2023,,,,,,HP,TGDD
Asus Vivobook Go 15 E1504FA R5 7520U (NJ776W),13.990.000₫,14.490.000₫,,9,https://www.thegioididong.com/laptop/asus-vivobook-go-15-e1504fa-r5-nj776w,2,VivoBook,Laptop,AMD Ryzen 5,4,8,2.80 GHz,4 MB,LPDDR5,5500 MHz,15.6 inch,,,AMD Radeon Graphics,,Dài 360.3 mm - Rộng 232.5 mm - Dày 17.9 mm - Nặng 1.63 kg,45 W,,,Bluetooth 5.3,,,Onboard,,512 GB SSD,,,,,2023,,,,,,Asus,TGDD
Asus Vivobook 15 X1504ZA i3 1215U (NJ102W),10.890.000₫,12.290.000₫,-11%,,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i3-nj102w,2,VivoBook,Laptop,Intel Core i3 Alder Lake,6,8,1.20 GHz,10 MB,16 GB,,15.6 inch,45% NTSC,,Intel UHD Graphics,,Dài 359.7 mm - Rộng 232.5 mm - Dày 17.9 mm - Nặng 1.7 kg,45 W,,,,,,,,,,,,,,,,,,,Asus,TGDD
Asus Vivobook X415EA i3 1115G4 (EK2034W),9.790.000₫,10.990.000₫,-10%,42,https://www.thegioididong.com/laptop/asus-vivobook-x415ea-i3-ek2034w,2,VivoBook,Laptop,Intel Core i3 Tiger Lake,2,4,3.00 GHz,6 MB,16 GB,3200 MHz,14 inch,,,Intel UHD Graphics,,Dài 325.4 mm - Rộng 216 mm - Dày 19.9 mm - Nặng 1.55 kg,,,,,,,,,Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng,,,,,2022,,,,,,Asus,TGDD
Asus VivoBook X515MA N4020 (BR480W),6.490.000₫,7.890.000₫,-17%,67,https://www.thegioididong.com/laptop/asus-vivobook-x515ma-n4020-br480w,2,VivoBook,Laptop,Intel Celeron,2,2,1.10 GHz,4 MB,8 GB,,15.6 inch,,,Intel UHD Graphics 600,,Dài 360.2 mm - Rộng 234.9 mm - Dày 19.9 mm - Nặng 1.8 kg,33 W,,,,,,,,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB),,,,,2021,,,,,,Asus,TGDD
Asus Vivobook 16 X1605VA i5 1335U (MB360W),16.490.000₫,18.990.000₫,-13%,11,https://www.thegioididong.com/laptop/asus-vivobook-16-x1605va-i5-mb360w,2,VivoBook,Laptop,Intel Core i5 Raptor Lake - 1335U,10,12,1.30 GHz,3200 MHz,40 GB,,16 inch,,,Intel Iris Xe Graphics,,Dài 358.7 mm - Rộng 249.5 mm - Dày 19.9 mm - Nặng 1.88 kg,,,,,,12 MB,,,,,,,,,,,,,,Asus,TGDD
Asus Vivobook 15 OLED A1505VA i5 13500H (L1341W),18.990.000₫,20.990.000₫,-9%,12,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-l1341w,2,VivoBook,Laptop,Intel Core i5 Raptor Lake - 13500H,12,16,2.60 GHz,3200 MHz,24 GB,,15.6 inch Full HD (1920 x 1080) OLED,,,Intel Iris Xe Graphics,,Dài 356.8 mm - Rộng 227.6 mm - Dày 19.9 mm - Nặng 1.7 kg,65 W,2023,,Bluetooth 5.3,,18 MB,,,,,,,,,,,,,,Asus,TGDD
Asus Vivobook 15 X1504VA i5 1335U (NJ025W),15.990.000₫,17.990.000₫,-11%,15,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i5-nj025w,2,VivoBook,Laptop,Intel Core i5 Raptor Lake - 1335U,10,12,1.30 GHz,12 MB,24 GB,3200 MHz,15.6 inch,,,Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),,Dài 359.7 mm - Rộng 232.5 mm - Dày 17.9 mm - Nặng 1.7 kg,45 W,,,Bluetooth 5,,,,,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",,,,,2023,,,,,,Asus,TGDD
Asus Vivobook S 14 Flip TP3402VA i5 13500H (LZ031W),19.990.000₫,21.990.000₫,-9%,17,https://www.thegioididong.com/laptop/asus-vivobook-s-14-flip-tp3402va-i5-lz031w,2,VivoBook,Laptop,Intel Core i5 Raptor Lake - 13500H,12,16,2.60 GHz,18 MB,24 GB,3200 MHz,14 inch,,,Intel Iris Xe Graphics,Full HD Webcam,Dài 313.2 mm - Rộng 227.6 mm - Dày 18.9 mm - Nặng 1.5 kg,90 W,,,Bluetooth 5,"Tản nhiệt ASUS IceCool Plus, Quạt IceBlade 79 cánh",,,,,,,,Vỏ nhựa - nắp lưng bằng kim loại,2023,,,,,,Asus,TGDD
Asus Vivobook X1404ZA i3 1215U (NK246W),10.790.000₫,11.990.000₫,-10%,,https://www.thegioididong.com/laptop/asus-vivobook-x1404za-i3-nk246w,2,VivoBook,Laptop,Intel Core i3 Alder Lake,6,8,1.20 GHz,10 MB,16 GB,,14 inch,Full HD (1920 x 1080),,Intel UHD Graphics,Có,Dài 324.9 mm - Rộng 213.9 mm - Dày 17.9 mm - Nặng 1.4 kg,45 W,Không có,Bluetooth 5.3,,Trả góp 0%,,,,,,,,,2023,,,,,,Asus,TGDD
Asus Vivobook 15 X1504VA i7 1355U (NJ023W),19.490.000₫,22.990.000₫,-15%,9,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-nj023w,2,VivoBook,Laptop,Intel Core i7 Raptor Lake - 1355U,10,12,1.70 GHz,12 MB,24 GB,3200 MHz,15.6 inch,,,Intel Iris Xe Graphics,,Dài 359.7 mm - Rộng 232.5 mm - Dày 17.9 mm - Nặng 1.7 kg,45 W,,,Bluetooth 5,,,,,,,,,,2023,,,,,,Asus,TGDD
Asus Vivobook 14 X1404VA i5 1335U (NK050W),16.490.000₫,18.490.000₫,-10%,,https://www.thegioididong.com/laptop/asus-vivobook-14-x1404va-i5-nk050w,2,VivoBook,Laptop,Intel Core i5 Raptor Lake - 1335U,10,12,1.30 GHz,12 MB,32 GB,2933 MHz,14 inch,Full HD (1920 x 1080),,Intel Iris Xe Graphics,,Dài 324.9 mm - Rộng 213.9 mm - Dày 17.9 mm - Nặng 1.4 kg,45 W,,,Bluetooth 5.3,,,,,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",,,,,2023,,,,,,Asus,TGDD
Asus Vivobook X515EA i5 1135G7 (EJ4155W),12.290.000₫,14.990.000₫,-18%,,https://www.thegioididong.com/laptop/asus-vivobook-x515ea-i5-ej4155w,2,VivoBook,Laptop,Intel Core i5 Tiger Lake,4,8,2.40 GHz,8 MB,24 GB,2933 MHz,15.6 inch,,,Intel Iris Xe Graphics,,Dài 360 mm - Rộng 235 mm - Dày 19.9 mm - Nặng 1.8 kg,45 W,,,,,,,,Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng,,,,,2023,,,,,,Asus,TGDD
Asus Vivobook 15 OLED A1505VA i7 13700H (L1338W),21.990.000₫,24.490.000₫,-10%,5,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i7-l1338w,2,VivoBook,Laptop,Intel Core i7 Raptor Lake,14,20,2.40 GHz,24 MB,32 GB,2933 MHz,15.6 inch Full HD (1920 x 1080) OLED,,100% DCI-P3,Intel Iris Xe Graphics,,Dài 356.8 mm - Rộng 227.6 mm - Dày 19.9 mm - Nặng 1.7 kg,65 W,,,Bluetooth 5.3,,,,,,,,,,2023,,,,,,Asus,TGDD
Asus Vivobook 15 OLED A1505VA i5 13500H (L1052W),16.490.000₫,20.490.000₫,-19%,26,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-l1052w,2,VivoBook,Laptop,Intel Core i5 Raptor Lake - 13500H,12,16,2.60 GHz,18 MB,16 GB,3200 MHz,15.6 inch Full HD (1920 x 1080) OLED,,100% DCI-P3,Intel UHD Graphics,,Dài 356.8 mm - Rộng 227.6 mm - Dày 19.9 mm - Nặng 1.7 kg,65 W,,,Bluetooth 5,"Tản nhiệt ASUS IceCool Plus, Quạt IceBlade 87 cánh, Không có đèn",,,,,,Iris Xe Graphics chỉ hoạt động với RAM kênh đôi,,,2023,,,,,,Asus,TGDD
Asus Vivobook X515EA i3 1115G4 (EJ3948W),9.690.000₫,11.290.000₫,-14%,49,https://www.thegioididong.com/laptop/asus-vivobook-x515ea-i3-ej3948w,2,VivoBook,Laptop,Intel Core i3 Tiger Lake,2,4,3.00 GHz,6 MB,24 GB,,15.6 inch,,,Intel UHD Graphics,,Dài 360 mm - Rộng 235 mm - Dày 19.9 mm - Nặng 1.8 kg,,,,,,,,,,,,,,2022,,,,,,Asus,TGDD
Asus Vivobook 14X OLED S3405VA i5 13500H (KM072W),19.990.000₫,22.990.000₫,-13%,18,https://www.thegioididong.com/laptop/asus-vivobook-14x-oled-s3405va-i5-km072w,2,VivoBook,Laptop,Intel Core i5 Raptor Lake,12,16,2.60 GHz,18 MB,24 GB,3200 MHz,14 inch,2.8K (2880 x 1800) - OLED 16:10,100% DCI-P3,Card tích hợp,,Dài 317.1 mm - Rộng 222.5 mm - Dày 18.9 mm - Nặng 1.4 kg,90 W,,,Bluetooth 5,,,,,,90 Hz,Intel Iris Xe Graphics,,,2023,,,,,,Asus,TGDD
Asus Vivobook 14X OLED K3405VC i5 13500H (KM006W),25.490.000₫,29.490.000₫,-13%,4,https://www.thegioididong.com/laptop/asus-vivobook-14x-oled-k3405vc-i5-km006w,2,VivoBook,Laptop,Intel Core i5 Raptor Lake - 13500H,12,16,2.60 GHz,3200 MHz,24 GB,,14 inch,2.8K (2880 x 1800) - OLED,100% DCI-P3,Card rời,Có,Dài 317.1 mm - Rộng 222.5 mm - Dày 18.9 mm - Nặng 1.4 kg,90 W,2023,Không hữu ích,Bluetooth 5,Đã dùng khoảng 1 tuần,18 MB,,,,90 Hz,"NVIDIA GeForce RTX 3050, 4 GB",,,Hữu ích,,,,,,Asus,TGDD
Asus Vivobook 15 OLED A1505VA i9 13900H (L1201W),23.490.000₫,24.990.000₫,-6%,3,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i9-l1201w,2,VivoBook,Laptop,Intel Core i9 Raptor Lake - 13900H,14,20,2.60 GHz,24 MB,24 GB,,,Full HD (1920 x 1080),OLED,Intel Iris Xe Graphics,,Dài 356.8 mm - Rộng 227.6 mm - Dày 19.9 mm - Nặng 1.7 kg,65 W,,,,,5.40 GHz,,,,,,,,,,,,,,Asus,TGDD
Asus Vivobook 15 OLED A1505ZA i5 12500H (L1337W),17.990.000₫,19.990.000₫,-10%,3,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505za-i5-l1337w,2,VivoBook,Laptop,Intel Core i5 Alder Lake,12,16,2.50 GHz,18 MB,32 GB,,15.6 inch,Full HD (1920 x 1080),OLED,Intel Iris Xe Graphics,,Dài 356.8 mm - Rộng 227.6 mm - Dày 19.9 mm - Nặng 1.7 kg,65 W,2023,,,,,,,,,,,,,,5.3,,,,Asus,TGDD
Asus Vivobook S 14 Flip TP3402VA i3 1315U (LZ025W),13.490.000₫,16.990.000₫,-20%,6,https://www.thegioididong.com/laptop/asus-vivobook-s-14-flip-tp3402va-i3-lz025w,2,VivoBook,Laptop,Intel Core i3 Raptor Lake,6,8,1.20 GHz,10 MB,24 GB,3200 MHz,14 inch,Full HD,,Intel UHD Graphics,Full HD Webcam,Dài 313.2 mm - Rộng 227.6 mm - Dày 18.9 mm - Nặng 1.5 kg,45 W,,,Bluetooth 5,"Tản nhiệt ASUS IceCool Plus, Quạt IceBlade 79 cánh",,,,256 GB SSD NVMe PCIe Gen 4,,,,Vỏ nhựa - nắp lưng bằng kim loại,2023,,,,,,Asus,TGDD
Asus Vivobook Go 15 E1504FA R5 7520U (NJ630W),11.990.000₫,13.990.000₫,-14%,19,https://www.thegioididong.com/laptop/asus-vivobook-go-15-e1504fa-r5-nj630w,2,VivoBook,Laptop,AMD Ryzen 5,4,8,2.80 GHz,4 MB,8 GB,5500 MHz,15.6 inch,,,AMD Radeon Graphics,,Dài 360.3 mm - Rộng 232.5 mm - Dày 17.9 mm - Nặng 1.63 kg,45 W,,,Bluetooth 5.3,,,LPDDR5,,512 GB SSD NVMe,,,,,2023,,,,,,Asus,TGDD
Asus Vivobook 14X OLED S3405VA i9 13900H (KM071W),23.990.000₫,26.990.000₫,-11%,5,https://www.thegioididong.com/laptop/asus-vivobook-14x-oled-s3405va-i9-km071w,2,VivoBook,Laptop,Intel Core i9 Raptor Lake - 13900H,14,20,2.60 GHz,24 MB,24 GB,,14 inch,2.8K (2880 x 1800) - OLED,100% DCI-P3,Intel Iris Xe Graphics,,Dài 317.1 mm - Rộng 222.5 mm - Dày 18.9 mm - Nặng 1.4 kg,90 W,,,,,5.40 GHz,,,,90 Hz,,,,,,,,,,Asus,TGDD
Asus Vivobook 14 A1405VA i3 1315U (LY097W),11.990.000₫,14.990.000₫,-20%,7,https://www.thegioididong.com/laptop/asus-vivobook-14-a1405va-i3-ly097w,2,VivoBook,Laptop,Intel Core i3 Raptor Lake - 1315U,6,8,1.20 GHz,3200 MHz,16 GB,,14 inch,,,Intel UHD Graphics,,Dài 317.1 mm - Rộng 222 mm - Dày 19.9 mm - Nặng 1.6 kg,45 W,2023,Bluetooth 5,,"Tản nhiệt ASUS IceCool Plus, Quạt IceBlade 87 cánh",10 MB,,,,,,,,,,,,,,Asus,TGDD
Asus Zenbook 14 OLED UX3402VA i5 1340P (KM085W),25.490.000₫,27.990.000₫,-8%,11,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3402va-i5-km085w,2,ZenBook,Laptop,Intel Core i5 Raptor Lake,12,16,1.90 GHz,12 MB,LPDDR5 (Onboard),4800 MHz,14 inch,2.8K (2880 x 1800) - OLED,100% DCI-P3,Intel Iris Xe Graphics,Full HD Webcam,Dài 313.6 mm - Rộng 220.6 mm - Dày 16.9 mm - Nặng 1.39 kg,"4-cell Li-ion, 75 Wh",,,Bluetooth 5,,,,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe Gen 4.0,90 Hz,,,Vỏ kim loại - Nhôm,,,,,,,Asus,TGDD
Asus Zenbook 14 OLED UX3402ZA i5 1240P (KM220W),20.290.000₫,25.490.000₫,-20%,29,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3402za-i5-km218w,2,ZenBook,Laptop,Intel Core i5 Alder Lake,12,16,1.70 GHz,12 MB,LPDDR5,4800 MHz,14 inch,2.8K (2880 x 1800) - OLED,100% DCI-P3,Intel Iris Xe Graphics,,Dài 313.6 mm - Rộng 220.6 mm - Dày 16.9 mm - Nặng 1.39 kg,"4-cell Li-ion, 75 Wh",,,,,,Onboard,Không hỗ trợ nâng cấp,,90 Hz,Đơn sắc - Màu trắng,,,2022,,,,,,Asus,TGDD
Asus Zenbook 14 Flip OLED UP3404VA i7 1360P (KN039W),31.490.000₫,33.990.000₫,-7%,10,https://www.thegioididong.com/laptop/asus-zenbook-14-flip-oled-up3404va-i7-kn039w,2,ZenBook,Laptop,Intel Core i7 Raptor Lake,12,16,2.20 GHz,18 MB,LPDDR5 (Onboard),4800 MHz,14 inch,2.8K (2880 x 1800),,Intel Iris Xe Graphics,Full HD Webcam,Dài 311.5 mm - Rộng 223.4 mm - Dày 15.9 mm - Nặng 1.5 kg,"4-cell Li-ion, 75 Wh",Không,,,Bluetooth 5,,,,512 GB SSD NVMe PCIe Gen 4.0,90 Hz,,Đơn sắc - Màu trắng,Vỏ kim loại - Nhôm,2023,,,,,,Asus,TGDD
Asus Zenbook S 13 OLED UX5304VA i7 1355U (NQ126W),40.990.000₫,44.990.000₫,-8%,,https://www.thegioididong.com/laptop/asus-zenbook-s-13-oled-ux5304va-i7-nq126w,2,ZenBook,Laptop,Intel Core i7 Raptor Lake - 1355U,10,12,1.70 GHz,12 MB,32 GB LPDDR5 (Onboard),5500 MHz,13.3 inch,2.8K (2880 x 1800) - OLED 16:10,,Card tích hợp Intel Iris Xe,Full HD Webcam,,,,,,,,,Không hỗ trợ nâng cấp,1 TB SSD NVMe PCIe Gen 4,,,,,,,,,,,Asus,TGDD
Asus Zenbook S 13 OLED UX5304VA i7 1355U (NQ125W),34.990.000₫,39.990.000₫,-12%,,https://www.thegioididong.com/laptop/asus-zenbook-s-13-oled-ux5304va-i7-nq125w,2,ZenBook,Laptop,Intel Core i7 Raptor Lake - 1355U,10,12,1.70 GHz,12 MB,,,13.3 inch,2.8K (2880 x 1800) - OLED,,Intel Iris Xe Graphics,Full HD Webcam,Dài 296.2 mm - Rộng 216.3 mm - Dày 10.9 ~ 11.8 mm - Nặng 1 kg,"4-cell Li-ion, 63 Wh",2023,,,,,,,512 GB SSD NVMe PCIe Gen 4.0,,,,Vỏ kim loại - Nắp lưng hợp kim Nhôm Magie,,,,,,,Asus,TGDD
Asus Zenbook 14 OLED UX3402VA i7 1360P (KM068W),28.990.000₫,31.990.000₫,-9%,,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3402va-i7-km068w,2,ZenBook,Laptop,Intel Core i7 Raptor Lake,12,16,2.20 GHz,18 MB,LPDDR5 (Onboard),4800 MHz,14 inch,2.8K (2880 x 1800),OLED,Intel Iris Xe Graphics,Full HD Webcam,Dài 313.6 mm - Rộng 220.6 mm - Dày 16.9 mm - Nặng 1.39 kg,"4-cell Li-ion, 75 Wh",Không hỗ trợ nâng cấp,65 W,,,,,,512 GB SSD NVMe PCIe Gen 4.0,90 Hz,,Bluetooth 5,Vỏ kim loại - Nhôm,2023,,,,,,Asus,TGDD
Asus Zenbook 14 Flip OLED UP3404VA i5 1340P (KN038W),27.490.000₫,29.990.000₫,-8%,8,https://www.thegioididong.com/laptop/asus-zenbook-14-flip-oled-up3404va-i5-kn038w,2,ZenBook,Laptop,Intel Core i5 Raptor Lake - 1340P,12,16,1.90 GHz,12 MB,LPDDR5 (Onboard),4800 MHz,14 inch,2.8K (2880 x 1800) - OLED,,Intel Iris Xe Graphics,Full HD Webcam,Dài 311.5 mm - Rộng 223.4 mm - Dày 15.9 mm - Nặng 1.5 kg,"4-cell Li-ion, 75 Wh",Không hỗ trợ nâng cấp,Bluetooth 5,,Không hữu ích,,,,512 GB SSD NVMe PCIe Gen 4.0,90 Hz,,Đơn sắc - Màu trắng,Vỏ kim loại - Nhôm,2023,,,,,,Asus,TGDD
Asus TUF Gaming F15 FX506HF i5 11400H (HN014W),16.990.000₫,19.990.000₫,-15%,19,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx506hf-i5-hn014w,2,TUF Gaming,Laptop,Intel Core i5 Tiger Lake,6,12,2.70 GHz,12 MB,32 GB,,15.6 inch,,,,,Dài 359 mm - Rộng 256 mm - Dày 22.8 ~ 24.5 mm - Nặng 2.3 kg,"Thân máy 2 năm, pin 1 năm, sạc 1 năm",,,,,,,,SSD M.2 PCIe,,NVIDIA GeForce RTX 2050,DTS software,Vỏ nhựa - nắp lưng bằng kim loại,,,,,,,Asus,TGDD
